delta_power_mean,delta_power_std,theta_power_mean,theta_power_std,alpha_power_mean,alpha_power_std,beta_power_mean,beta_power_std,gamma_power_mean,gamma_power_std,alpha_beta_ratio_mean,alpha_beta_ratio_std,theta_alpha_ratio_mean,theta_alpha_ratio_std,spike_rate_mean,spike_rate_std,variance_mean,variance_std,hjorth_activity_mean,hjorth_activity_std,hjorth_mobility_mean,hjorth_mobility_std,hjorth_complexity_mean,hjorth_complexity_std,sample_entropy_mean,sample_entropy_std,preictal_ratio,n_valid_epochs,has_seizure,SCN1A_mutation,SCN8A_mutation,KCNQ2_mutation,SCN2A_mutation,KCNT1_mutation,DEPDC5_mutation,PCDH19_mutation,GRIN2A_mutation,GABRA1_mutation,SCN1A_pLI,SCN8A_pLI,polygenic_risk_score
1.3431436773657757e-10,1.5232817194896676e-09,4.4402128121896434e-11,2.636975848727992e-11,4.3764031013230737e-10,5.7150103005250425e-12,5.072532829605079e-11,1.7910162778900516e-11,2.9837862781764155e-11,4.402727529371171e-11,0.6713250539143287,0.2126908674554588,7.012249847830299,2.7311363849231074,0.18992643443581825,0.05605587128591181,7.254289285340553e-10,7.12122582025004e-11,6.486194516051741e-10,6.666502304025645e-10,0.29950517559930606,0.01834938751673281,4.5224462070748475,0.0,1.1185294027378898,0.34159292103861316,0.0,1500,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.808040860097897
1.5115812285348727e-10,1.167202529091082e-09,2.8254196305249655e-11,6.248523469200119e-11,6.513082377847912e-11,8.556105525794112e-12,2.6871633203504172e-11,2.4337244283145745e-11,1.4542396374500488e-11,2.5682997589949375e-11,0.8325331933713813,0.5227583395588885,9.054003742612812,1.1389405130088588,0.1528697679912665,0.049777030928816496,7.303497057661533e-10,2.6517349334295125e-10,9.816461707383188e-10,8.213162427542633e-10,0.08519401960950354,0.0016521281252667441,3.695361042418638,0.12692969676414773,1.9327536728985337,0.3280153618250006,0.003276932391960738,2365,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.44249812442814995
3.7144623534632725e-11,1.3379194000349474e-09,3.958371255880919e-10,1.9094947709097736e-10,1.1521899437829859e-10,1.1163481703797076e-11,2.192181325314994e-11,7.04226712892521e-11,4.093030634473099e-11,3.229023078065925e-11,0.8924948896972706,0.1621718612091961,13.316386268854586,2.3931444082428692,0.13347039684512774,0.03229004373970562,2.3330161082324276e-09,4.000148264750125e-10,2.511335318194876e-09,2.829960034835329e-10,0.3215851550182107,0.00879158423161653,4.3835026547494556,0.2549371619176695,1.0374740522523462,0.15566829763270532,0.03890416928627846,1062,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.9663616347487696
2.7803071617222695e-11,7.873163507746003e-10,1.700376392007478e-10,6.027930770338386e-11,3.4772199858139996e-10,4.1503806839023304e-11,2.2226202295759522e-11,7.590580416601834e-11,3.680233721834316e-11,2.0907041751170614e-11,0.8987685041602664,0.14624570177593238,5.924636022528555,2.975272193764154,0.07662189527166913,0.03794261199835558,1.4830699564146025e-09,2.2365597889209767e-10,1.3344081653608887e-09,1.022260021309892e-09,0.0831019347229987,0.0,4.03640167066163,0.3024823578972805,1.4357677777494613,0.23127668061691178,0.0,2273,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0062446067994824
1.7745976433383667e-10,1.3388769281624441e-09,2.8958108377964192e-11,1.8485981342532643e-10,4.892181743744329e-11,9.343282378070051e-12,4.687999801481171e-11,5.5269553527473096e-11,5.273592167162124e-12,9.73823702010631e-12,1.5173406319284803,0.2864097827303252,13.104185730118513,2.715222278911141,0.2416111823209158,0.08660586389317843,5.298429441944825e-10,2.273250518321969e-10,2.2353437464236807e-09,4.3272719302649707e-10,0.41994535365051555,0.04553003198172969,3.302357003459867,0.26919625364445554,1.7097929886048902,0.14013938613446714,0.0,1158,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.8833221113653986
1.8300900786345217e-09,1.1057900346587574e-09,2.95768402215745e-11,1.3405787816187806e-10,2.190396095083592e-10,4.074038895659089e-12,6.565047482563278e-11,1.1960211496107782e-11,1.0754369316870548e-12,2.7250333653861143e-11,0.9144752329982005,0.7078104210672188,15.621777765321811,2.254374080471612,0.09313944500190974,0.03958003663559887,1.1979815323565774e-09,4.0260295870467883e-10,2.90288210031199e-09,3.3591612121397864e-10,0.1902814293415566,0.0,2.7862142174212954,0.7884532408229181,1.3399782865579308,0.30252817469612825,0.02455463120810182,2418,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.6269288193832483
1.1921388208946402e-09,1.135915214263736e-09,1.9716190986664758e-10,4.404379406572793e-11,6.208108870287186e-11,1.2786315919305675e-11,3.691577137400687e-12,1.9884257637769715e-11,1.1813488148708938e-12,2.8795308389554305e-11,1.8828689595593366,-0.05189234215672989,5.8271640718914055,1.4484543796998,0.3096653361151964,0.10223165864716595,2.877919089127855e-09,2.8468303543095895e-10,1.2207702999455771e-09,5.265634586593851e-10,0.13570699390833113,0.01516505427575697,2.7646397652888703,0.2595956255753868,1.9674357002308795,0.1590281079698969,0.0,2385,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0486501785963362
2.0797363317011805e-10,3.642138954922808e-10,2.8023607393546488e-11,1.1268735583942296e-11,2.2438287661403645e-10,5.5379363383359454e-11,2.7427982145031855e-10,1.1160169928903517e-11,2.890485999391131e-11,5.214933383456989e-12,1.389988491948095,0.6099664228882752,-0.16032478995915866,2.3418752922933366,0.07131238731611611,0.02227172689139524,3.7085659502805846e-10,3.247236678439632e-10,1.1561444956434871e-09,2.011482340925062e-10,0.2624699191471097,0.13001261075554135,3.6002670951093756,0.32368513330400595,1.9396550127800736,0.19346812992245122,0.073985910367099,1570,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0167915088961612
4.435864199245647e-10,1.1961351608559151e-09,3.248669820791337e-10,2.8082545283292406e-11,8.370642050717174e-10,9.661551186941058e-12,1.63922640213543e-10,3.111273533321993e-11,2.6006788259922553e-11,1.1677627014693293e-12,1.425630769304481,0.05694126340927996,15.636503639812725,6.79770469450007,0.10375421987307795,0.12341104638997163,4.121499444109219e-09,3.83286398119857e-10,6.973642048965485e-10,1.3492386645796342e-09,0.14067915151527918,0.002292241421582644,4.582006288733201,0.46847764092531236,1.6925776250316564,0.11004831399105625,0.8256557971543401,1330,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.32528497682996116
9.490714965009083e-11,9.156622727925117e-10,6.776050624511012e-11,3.991669947967554e-11,1.0536643967933866e-10,7.828319825114043e-11,1.6700118611027457e-11,6.454517572378267e-11,1.6449591913625896e-11,1.5148253991054915e-13,0.4131326120650125,0.35620909018122926,17.37930727737152,2.2563752193265474,0.14201904849482808,0.013044225804841478,1.5942343809371376e-09,2.7221877247921774e-10,2.459620744075875e-10,1.862590150605278e-10,0.08801909974561065,0.007340329221621145,3.8708549228919713,0.22284854400694137,0.899644809329981,0.2007437877760029,0.0,2282,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.9415162223183874
2.0833726005638957e-10,9.007074197308758e-10,4.433629413787521e-11,3.0236062660838125e-11,1.279785738826934e-10,5.493837349470943e-11,3.264403617995837e-10,4.240129297141382e-11,9.284814661888947e-11,5.625568316981979e-12,2.080510688447336,0.403559568262756,5.942780430235895,2.066603133315812,0.06567497191811439,0.06331660436708775,1.1991182369801848e-09,8.858313597276613e-11,4.598870857484682e-10,2.4491765132466145e-10,0.11307717244554065,0.0,4.0691453012933385,0.33352557373743996,1.707689196284312,0.26084431988991746,0.016889450985117876,2390,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.2393832659795011
1.704750111195226e-10,8.88500497506734e-10,8.138619819133077e-11,3.0063301029109284e-11,6.770916848777691e-11,5.395942115283583e-11,4.902639500736814e-11,4.5286398709083986e-11,7.090560481384778e-11,5.9717039635150394e-12,1.7932041823680283,0.26889564668252736,4.1066423973668424,2.079457320653454,0.1417923522168013,0.07682359579885063,1.4903336539389444e-09,4.6318632151341903e-10,9.318012768528517e-10,8.95960745757868e-10,0.06231817830135147,0.07739807417274795,3.453682344830333,0.5559360259189693,1.3431704938449007,0.15410081679632068,0.0,2464,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.9315207592739583
4.2657431295526805e-10,7.351759660311928e-10,2.3983236605669695e-11,1.1814993332432943e-10,9.892827989259674e-11,4.668812603457207e-12,1.4893704816490262e-11,2.104644976491783e-11,5.427820623498407e-13,1.9436093088059638e-11,2.7746005354136534,0.09447975194312191,9.798722809753322,0.748716442789847,0.023385253761834035,0.09605454953724257,6.689881844888098e-10,2.6972604841742936e-10,9.918926141435237e-10,1.0804837445291305e-09,0.28401096247255886,0.11331480458682244,3.477907912982061,0.07952781985127189,1.8508911739029836,0.23456254277556587,0.06789451023943849,2474,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.3622349843840532
2.788451915059692e-10,5.176934656391985e-10,2.6940145280004346e-10,4.25361118662039e-11,1.6030879242074525e-10,2.1564072402188587e-11,9.882966866365712e-11,6.651697723380487e-11,6.062367665596258e-11,3.781357552787368e-12,2.4446694176942203,0.4468818526058345,4.199262360057534,1.2541788911448326,0.10932469690671262,0.028280229118267428,5.375990088861484e-10,5.698851835563451e-10,3.9859030322027364e-10,3.8202835471195496e-10,0.21167343609949896,0.07525073341688364,3.3773866968700124,0.36591817410677774,1.707203086446184,0.13379408006669352,0.005638184538102067,1250,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.8126302898169016
1.3494178308311064e-10,2.9067585807692035e-10,4.1566883803503765e-11,8.31522531238298e-12,5.6223985913062304e-11,5.757583174390512e-12,9.724299902030081e-11,3.849042288048496e-12,2.6418012691992333e-11,1.023898709519766e-11,1.538079726900366,0.06695127354846703,1.9691150411379201,2.8138801217879186,0.09158496427406823,0.12436081264980306,7.074750184484845e-10,1.1456595354960722e-10,3.751463690522048e-10,1.0299901075146223e-09,0.08945889757758457,0.09903052916278159,4.010005692599008,0.25789261366980587,1.6644271001127435,0.16634491244403873,0.02200852381213901,2178,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.882865697053691
1.0869892469587349e-10,1.5810464617551476e-09,9.738112167479453e-11,2.4788457286124126e-11,5.123256519511885e-11,3.3462354639243195e-11,2.981178339960288e-11,4.799331543242966e-11,9.903800335815492e-12,1.0388635550222363e-11,1.0665699447922765,0.4990999372369834,3.860738539562557,1.258371402143279,0.05949108162221056,0.04553964617628966,9.782605681165653e-10,7.190168253938242e-10,1.7496618382400215e-09,4.855154008389705e-10,0.15419440950939214,0.01989709534913425,3.2185220606124494,0.6751709152349479,1.8919018857220178,0.17381780042606412,0.005846932082094927,2079,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.1842719551368599
1.260134265363353e-10,1.3947660963590346e-09,3.2443990288785195e-12,7.331945493938364e-11,1.454771987866062e-10,1.1362541579740854e-11,3.505770898902617e-11,6.076443846587737e-11,1.2701241292914225e-12,1.4907345059241448e-12,1.698756425005742,0.08658805440018069,6.592983708581714,1.9409709821328003,0.06803790528603942,0.03857306453661559,1.2870416808931007e-09,9.994097400164927e-11,3.1048201357841684e-10,8.818661728204435e-10,0.2153568796150558,0.060876982143770485,2.933238730732532,0.08387080352215548,1.6945829262718717,0.3600470031443868,0.0011402951535085942,1400,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.9448010880065074
4.2386299577221475e-10,1.2022862063915866e-09,1.4811165269020702e-10,1.0431829446933668e-11,2.7095509468911066e-10,1.5758695262380203e-11,7.986673776145282e-11,8.575378176057684e-11,2.6278710451673265e-12,5.639991832527964e-11,1.1516073849350494,0.2883572856651962,9.2885030472871,2.5275723660829654,0.07701282490838832,0.06805972187897451,4.616794120598887e-10,1.426327359865434e-10,5.1760066407275936e-11,1.13434185923558e-09,0.24907516339036911,0.013232704332893593,2.697423918326343,0.189560367978438,1.7829454161777707,0.21575244542250488,0.0,2341,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.4447023648749067
8.416560112765829e-11,8.572158627821644e-10,1.2364991488057737e-10,5.1074006375476554e-11,4.8583650270902473e-11,1.8412201219953637e-11,1.359110422609952e-10,5.849293408687167e-12,1.5423733369024702e-12,2.4053719926045247e-11,2.2434460846244875,0.03812149437027723,7.457216149054762,1.744882983162666,0.26116583200613164,0.19652151707001161,1.5487717330613333e-09,2.6799991191116887e-10,4.749718180324811e-10,8.147295258787023e-10,0.1204569744848278,0.016130962700192993,3.8903159941623633,0.5199130399775755,1.5502237430842136,0.3288570309753532,0.0,1276,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0397385495804765
1.0550929551666992e-09,1.031610848194882e-09,2.4365546373013552e-11,1.2553311849753992e-11,2.9822610457385307e-10,6.298334793561229e-12,3.914111915728903e-11,3.1097266980464023e-11,1.915975609110071e-11,4.314228014977295e-11,1.994325943764606,0.23930422471060245,5.319425286676005,2.4488967496022527,0.028660055228238113,0.05543121195886021,2.7980086833536825e-10,5.092736059365869e-10,2.204118535158803e-09,8.113557466257523e-10,0.28646608016242586,0.04116097681708915,3.9455430205362614,0.1297249046359304,1.4690342990123102,0.28923036558576865,0.0,2005,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5030224465295128
3.082807489077548e-10,1.1698417380058808e-09,1.2613150819403103e-10,2.5422308389649042e-11,2.5518485994976633e-10,6.31758475038027e-12,6.534540399254109e-11,5.27822627887622e-11,6.246089865759443e-11,8.416747999650679e-13,2.5519769403564876,0.2244006890562496,9.625724283057497,1.9942489831342363,0.07937387000714571,0.047979961870168446,3.3062739450313734e-09,2.0644336296054676e-10,3.074490385764199e-10,7.497922343471322e-10,0.0536914860031166,0.0,3.5563819882282113,0.07187458487496329,1.9475555251196255,0.1267714544315635,0.48122994700286015,2308,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.7740081267225976
4.037355297718296e-10,7.226889146927436e-10,1.0305891537683666e-10,2.3023083980396947e-10,3.059981200685722e-10,1.3496774484075477e-11,6.898162298373503e-11,1.2491023853792224e-11,5.586916157877338e-11,1.075101767011685e-13,1.4309335052789522,0.33885600094066487,6.28650144096402,1.8637141727584927,0.031181997933352495,0.07018386389993493,1.4609999201456362e-09,1.8926678896414235e-10,1.2516752332290679e-09,1.32099050343589e-09,0.3283241392423823,0.08046854665649772,2.721540353726814,0.2774998030694679,1.5176041341117696,0.2415686103942627,0.03344171301118678,1162,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.182264154772709
1.8863533640536128e-10,7.753882282840401e-10,3.422168539460319e-11,4.372806457865412e-11,3.9925324954378233e-10,1.0019828741766756e-11,4.777119237004139e-11,6.933938747461499e-11,2.2064604822192937e-11,1.2215164312635666e-11,2.6951669485043204,0.38544907650143745,5.745961084621531,1.485651596180799,0.020666313390045987,0.1290178082650676,8.2420168985061e-10,7.941591547047445e-10,1.9804812224365616e-09,1.5872611177674238e-09,0.37035395489001066,0.11930734365477605,3.2027032268502373,0.10634692413427804,1.9813262660510116,0.24399384373826297,0.0,2246,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.943650287411112
3.063310308886068e-11,2.220914522863199e-10,3.32288987675499e-10,1.6188961775564846e-10,8.329807081114047e-11,7.934463292791916e-11,1.0719291525573915e-10,3.2056317627163555e-11,2.0793418455256498e-10,9.275780522447432e-14,1.4452125987448785,0.22464205587408925,4.1957422142003375,2.7256078785812314,0.09337750757488907,0.06042208205922457,6.291875439524403e-10,4.755141760596783e-10,1.3332630338743385e-09,1.4827594560059415e-09,0.0341857633114413,0.0318429113156481,2.30139772662959,0.20631469039551492,2.005171561814976,0.2689680321825127,0.004990740643700101,1155,1,0,0,0,0,0,0,0,0,0,1.0,1.0,-0.0836942248839484
4.309829418846925e-10,3.4713642934161937e-10,2.2057234245190494e-10,2.7570403317804386e-11,1.5899428408192637e-10,3.421013769310422e-11,1.7248269338033943e-11,5.3373423814549446e-11,9.592441132358052e-12,7.938396031927172e-14,2.314372476594327,0.27316181868489464,13.343459883612908,4.803817104861477,0.17718192819361941,0.064602665340832,4.4257126822055306e-10,1.7294825884556022e-09,6.901195960183218e-10,1.383145649216809e-09,0.20694361189382596,0.0,4.419835888674996,0.37995432964581827,1.1953266012460213,0.3221167643648278,0.189053392900735,2395,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.12719482163249762
1.2975673684035135e-10,8.255851559518965e-10,9.545383639663778e-12,1.2734258620220049e-11,3.885365319624529e-10,4.3922246769853784e-11,1.0714123960565631e-10,6.171926169018336e-11,8.954813784412843e-11,3.531273866573527e-11,1.2179014122337002,0.03591300944155007,4.8479200347734475,2.028582919005302,0.0944476552827753,0.03673258882571311,1.2338271389839312e-09,2.469233445305053e-10,1.320527221791407e-09,1.6906980459848141e-10,0.25146180598484774,0.014066569808168727,4.122211918746064,0.0,1.1857002803386478,0.2807975882872503,0.03127764297139668,1498,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0092001649948779
5.386248606828267e-10,1.143633934818811e-09,1.115850245796253e-10,2.2322296918173983e-11,9.614657531544394e-11,1.2979911422139939e-11,1.3075516022039965e-11,4.632904947576906e-11,1.4462849078032345e-12,1.1476912496301157e-11,1.0042872591799827,0.38722655721566007,2.746894464936695,3.98192827080516,0.12695471033333205,0.027120819477379418,7.78142688571445e-10,1.680785639867008e-10,1.489608607119746e-09,6.543443547782271e-10,0.09270496915043253,0.03613862212087363,2.444308454782052,0.28832473536852654,1.6814140017499861,0.31568741313552684,0.2893249186872029,1292,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.9492943970969128
7.979507370034972e-11,4.534527606684854e-10,9.611580996473538e-11,1.499129596780602e-11,1.9770358158250712e-10,1.9219945018771975e-11,3.684653131553862e-11,1.477888073357173e-10,5.040254171371434e-12,3.6996453633588204e-13,1.1621693728873481,0.22512971247148547,2.6903487991651733,8.171525423998176,0.024836663183798624,0.04711894177433691,8.478876207601765e-10,5.54990956187325e-10,2.831766597561639e-09,3.3029986539624764e-10,0.2937992382731552,0.022600438809703405,4.119982332247206,0.16449405126580863,1.1370441966034166,0.17210285014930857,0.0,1278,0,0,0,0,0,0,0,0,0,0,1.0,1.0,-0.04605010584725999
2.1282453762751146e-10,8.416079668623374e-10,3.0002406309833403e-10,3.524667599369598e-11,7.91580952650371e-11,8.229116096483155e-12,1.1227138756574022e-10,3.7234188023016596e-11,1.0480509833384427e-11,1.1840401640281137e-11,1.1625370271227993,0.5426665315784059,7.72701341474511,0.778742695744115,0.130843955996707,0.04569934934942947,1.526857153176539e-09,8.052336869246889e-11,1.867834669623752e-09,8.883617384826067e-10,0.3152892008468948,0.04783914859620762,5.111417157384983,0.0320384817668955,2.005085008326298,0.28482697747132857,0.0,2249,0,0,0,0,0,0,0,0,0,0,1.0,1.0,-0.055782408366659264
2.6675518084372924e-10,1.059195037482309e-09,4.51365354252179e-11,4.0137580277358695e-11,3.167969576566972e-10,9.604372718561978e-12,1.1753624003934773e-10,4.6494009975236016e-11,4.007118919487699e-12,1.4126368131676486e-12,1.540324220283662,0.019619479006639684,15.94807083990502,2.177357289288649,0.13133798212833714,0.02627258368656276,5.30313385764338e-10,1.649602590370542e-10,6.871999643605536e-10,2.173411056205421e-10,0.1753673976769346,0.058094937168880416,3.235386889042612,0.35738430978525765,1.7493311251190655,0.260059962417359,0.06504907265778796,1432,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.14682685745347113
6.873679448202572e-11,2.591074405752187e-10,5.913912871483871e-11,1.730690699833734e-10,2.4484864428276154e-11,2.167056881953036e-11,2.726548952279898e-11,3.7332927897942765e-11,1.1514881408981955e-11,1.9603423389710756e-11,1.0008264045466413,0.22168540954858007,12.21189057195495,1.1940148676886828,0.2590946791374892,0.0806610841455132,1.470942918581847e-09,2.4748567786562005e-10,3.2372124071164525e-09,1.9972934092327054e-10,0.41675442636697846,0.02868165479418562,2.382349152409962,0.24405378960774493,1.2532680154075566,0.3098186755460913,0.1608908299291023,2521,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.214194987156477
2.9313377392876617e-10,1.0525591440654637e-09,1.2459075695986716e-10,1.8173047421485672e-11,3.5187173911766737e-10,6.515262944887706e-11,1.0176283605481593e-11,1.0508538481938258e-10,1.972858136201226e-11,6.6409779682637956e-12,1.0090883681963314,0.4358440214541166,2.2961734324551615,3.7424676134709385,0.0,0.04823179320384936,1.8071365246537814e-09,5.35455512478979e-10,2.733134745571881e-10,5.521841034588829e-10,0.26129447036386894,0.007025203389477208,3.127628492397357,0.026038524146326236,1.787325235281277,0.312807818809871,1.0,2351,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.5643189852627737
